"time","uid2","amount","sku"
"2023-01-16 08:44:03","10005","53.22","6"
"2023-01-16 08:44:08","10069","14.18","2"
"2023-01-16 08:45:05","10096","51.74","1"
"2023-01-16 08:47:40","10100","46.18","5"
"2023-01-16 08:51:42","10094","56.09","1"
"2023-01-16 08:59:44","10015","55.09","5"
"2023-01-16 09:07:45","10007","58.51","2"
"2023-01-16 09:09:25","10041","31.65","3"
"2023-01-16 09:21:45","10020","75.07","4"
"2023-01-16 09:22:11","10049","50.11","4"
"2023-01-16 09:25:42","10012","52.24","4"
"2023-01-16 09:32:32","10040","48.26","3"
"2023-01-16 09:33:18","10041","69.76","6"
"2023-01-16 09:42:12","10044","62.45","5"
"2023-01-16 09:43:58","10020","15.49","1"
"2023-01-16 09:50:43","10074","40.06","3"
"2023-01-16 09:56:15","10001","56.62","4"
"2023-01-16 10:04:42","10002","32.69","3"
"2023-01-16 10:08:24","10046","67.91","3"
"2023-01-16 10:10:34","10050","4.92","8"
"2023-01-16 10:12:32","10039","22.27","4"
"2023-01-16 10:13:09","10086","55.7","3"
"2023-01-16 10:24:22","10068","47.49","6"
"2023-01-16 10:24:52","10027","67.97","3"
"2023-01-16 10:29:54","10038","27.72","6"
"2023-01-16 10:37:06","10052","32.1","5"
"2023-01-16 10:58:37","10017","61.15","6"
"2023-01-16 10:59:38","10003","2.94","3"
"2023-01-16 11:10:39","10026","61.69","3"
"2023-01-16 11:26:06","10025","50.22","1"
"2023-01-16 11:27:49","10099","65.7","4"
"2023-01-16 11:28:13","10011","39.28","2"
"2023-01-16 11:37:03","10003","43.77","3"
"2023-01-16 11:38:20","10026","34.6","4"
"2023-01-16 11:40:10","10077","88.41","5"
"2023-01-16 11:50:09","10087","52.37","4"
"2023-01-16 11:50:17","10024","42.88","3"
"2023-01-16 11:52:15","10052","26.92","1"
"2023-01-16 11:57:35","10082","56.35","5"
"2023-01-16 11:58:25","10094","12.62","3"
"2023-01-16 12:04:43","10096","50.88","6"
"2023-01-16 12:05:33","10008","22.69","2"
"2023-01-16 12:06:10","10095","47.11","5"
"2023-01-16 12:06:54","10053","37.52","6"
"2023-01-16 12:14:55","10056","45.96","1"
"2023-01-16 12:21:04","10051","13.08","3"
"2023-01-16 12:21:18","10044","45.14","3"
"2023-01-16 12:47:30","10044","44.7","6"
"2023-01-16 12:56:28","10007","53.96","6"
"2023-01-16 12:57:12","10036","36.71","5"
"2023-01-16 13:03:57","10078","50.12","1"
"2023-01-16 13:05:31","10002","68.45","4"
"2023-01-16 13:21:48","10091","14.16","4"
"2023-01-16 13:22:54","10002","91.36","3"
"2023-01-16 13:40:38","10086","111.74","6"
"2023-01-16 13:42:46","10095","36.66","4"
"2023-01-16 13:47:20","10075","52.36","4"
"2023-01-16 13:52:52","10042","72.06","3"
"2023-01-16 14:01:15","10040","40.39","2"
"2023-01-16 14:20:40","10026","48.58","5"
"2023-01-16 14:23:35","10025","19.11","4"
"2023-01-16 14:31:10","10069","30.49","1"
"2023-01-16 14:43:40","10051","33.07","1"
"2023-01-16 14:51:11","10099","17.26","3"
"2023-01-16 14:56:54","10059","35.08","3"
"2023-01-16 14:57:21","10005","16.69","3"
"2023-01-16 15:02:22","10011","28.02","7"
"2023-01-16 15:02:29","10029","58.58","2"
"2023-01-16 15:07:26","10030","21.29","3"
"2023-01-16 15:08:54","10038","44.46","6"
"2023-01-16 15:11:10","10035","40.87","7"
"2023-01-16 15:12:57","10039","51.03","5"
"2023-01-16 15:13:41","10027","48.04","4"
"2023-01-16 15:14:38","10058","19.7","5"
"2023-01-16 15:17:33","10098","35.72","4"
"2023-01-16 15:28:37","10052","37.52","4"
"2023-01-16 15:37:35","10011","46.54","3"
"2023-01-16 15:56:29","10059","79.46","2"
"2023-01-16 16:02:57","10034","89.34","5"
"2023-01-16 16:05:21","10015","18","4"
"2023-01-16 16:27:29","10026","61.81","3"
"2023-01-16 16:36:37","10049","68.17","3"
"2023-01-16 17:01:06","10083","72.82","2"
"2023-01-16 17:05:54","10019","15.46","3"
"2023-01-16 17:13:17","10064","44.75","1"
"2023-01-16 17:21:14","10067","8.67","3"
"2023-01-16 17:25:11","10051","35.51","6"
"2023-01-16 17:26:44","10079","9.68","5"
"2023-01-16 17:27:51","10041","16.39","3"
"2023-01-16 17:35:57","10095","22.38","3"
"2023-01-16 17:39:12","10023","36.84","6"
"2023-01-16 18:08:14","10075","58.28","1"
"2023-01-16 18:22:37","10067","15.44","4"
"2023-01-16 18:28:35","10013","26.07","5"
"2023-01-16 18:36:40","10037","74.3","5"
"2023-01-16 18:40:12","10069","3.27","2"
"2023-01-16 18:42:44","10025","72.08","7"
"2023-01-16 18:43:08","10008","93.14","3"
"2023-01-16 18:50:59","10051","6.34","5"
"2023-01-16 18:52:48","10077","33.76","4"
"2023-01-16 18:58:57","10016","44.93","3"
"2023-01-16 19:01:26","10024","50.69","3"
"2023-01-16 19:03:02","10038","103.82","7"
"2023-01-16 19:17:52","10028","30.42","5"
"2023-01-16 19:20:38","10015","43.64","8"
"2023-01-16 19:24:30","10003","47.71","10"
"2023-01-16 19:25:26","10014","46.33","8"
"2023-01-16 19:29:06","10077","95.53","3"
"2023-01-16 19:34:42","10044","52.38","2"
"2023-01-16 19:36:51","10097","57.79","3"
"2023-01-16 20:04:58","10046","82.42","2"
"2023-01-16 20:08:26","10026","44.56","4"
"2023-01-16 20:13:50","10026","19.89","4"
"2023-01-16 20:15:05","10014","42.74","3"
"2023-01-16 20:17:23","10041","41.6","2"
"2023-01-16 20:18:30","10098","43.48","3"
"2023-01-16 20:24:22","10069","91.48","3"
"2023-01-16 20:47:50","10042","44.95","4"
"2023-01-16 20:53:10","10019","58.5","8"
"2023-01-16 21:06:40","10056","41.61","7"
"2023-01-16 21:12:46","10080","57.94","3"
"2023-01-16 21:14:46","10095","29.57","2"
"2023-01-16 21:18:23","10096","2.05","4"
"2023-01-16 21:19:51","10098","98.2","4"
"2023-01-16 21:26:11","10065","62.01","4"
"2023-01-16 21:28:57","10094","68.52","2"
"2023-01-16 21:38:34","10098","21.99","4"
"2023-01-16 21:40:04","10047","48.28","8"
"2023-01-16 21:49:02","10005","62.81","2"
"2023-01-16 21:50:33","10097","42.58","1"
"2023-01-16 21:51:45","10007","63.23","3"
"2023-01-16 21:53:32","10019","39.04","2"
"2023-01-16 21:57:29","10003","47.46","6"
"2023-01-16 21:58:13","10015","12.33","5"
"2023-01-16 21:59:46","10079","47.77","3"
"2023-01-17 08:12:55","10016","105.49","6"
"2023-01-17 08:14:09","10060","66.66","3"
"2023-01-17 08:31:51","10039","10.9","4"
"2023-01-17 08:33:46","10094","72.53","7"
"2023-01-17 08:36:44","10027","56.16","5"
"2023-01-17 08:40:58","10049","56.9","3"
"2023-01-17 08:42:45","10075","34.45","4"
"2023-01-17 08:52:19","10025","51.62","3"
"2023-01-17 08:54:30","10005","44.37","2"
"2023-01-17 08:55:54","10094","31.43","7"
"2023-01-17 08:57:38","10016","90.23","2"
"2023-01-17 09:04:14","10002","63.71","5"
"2023-01-17 09:10:36","10052","33.51","6"
"2023-01-17 09:28:55","10058","28.09","4"
"2023-01-17 09:28:56","10002","10.78","3"
"2023-01-17 09:31:45","10016","73.94","3"
"2023-01-17 09:38:10","10031","32.49","2"
"2023-01-17 09:55:32","10056","2.28","3"
"2023-01-17 09:58:25","10050","42.57","3"
"2023-01-17 10:04:22","10070","21.7","1"
"2023-01-17 10:05:16","10040","67.54","4"
"2023-01-17 10:06:04","10049","52.07","6"
"2023-01-17 10:06:17","10020","49.02","7"
"2023-01-17 10:07:51","10051","16.25","2"
"2023-01-17 10:10:16","10006","36.5","5"
"2023-01-17 10:11:18","10075","73.26","3"
"2023-01-17 10:19:59","10056","7.87","4"
"2023-01-17 10:24:30","10020","55.48","2"
"2023-01-17 10:26:12","10014","26.84","2"
"2023-01-17 10:28:24","10047","69.17","3"
"2023-01-17 10:29:37","10060","43.94","6"
"2023-01-17 10:32:20","10065","7.94","3"
"2023-01-17 10:32:34","10050","3.27","7"
"2023-01-17 10:36:20","10088","25.04","4"
"2023-01-17 10:36:57","10026","20.54","2"
"2023-01-17 10:38:51","10014","47.92","2"
"2023-01-17 10:40:30","10032","36.94","3"
"2023-01-17 10:46:27","10021","69.19","4"
"2023-01-17 10:47:11","10006","40.66","7"
"2023-01-17 10:50:15","10006","19.09","6"
"2023-01-17 10:50:29","10001","24.65","3"
"2023-01-17 10:51:43","10011","53.33","2"
"2023-01-17 11:03:34","10091","31.19","8"
"2023-01-17 11:06:03","10049","49.73","6"
"2023-01-17 11:12:49","10003","57.51","2"
"2023-01-17 11:17:16","10032","14.25","4"
"2023-01-17 11:26:10","10064","61.32","7"
"2023-01-17 11:28:05","10027","48.29","2"
"2023-01-17 11:30:42","10035","59.55","3"
"2023-01-17 11:35:16","10017","67.54","6"
"2023-01-17 11:35:52","10071","39.74","3"
"2023-01-17 11:36:48","10047","50.63","2"
"2023-01-17 11:42:10","10052","47.96","3"
"2023-01-17 11:45:50","10079","20.73","5"
"2023-01-17 11:47:37","10012","48.75","4"
"2023-01-17 11:49:08","10080","67.35","3"
"2023-01-17 12:02:12","10049","51.84","4"
"2023-01-17 12:03:05","10050","10.82","3"
"2023-01-17 12:05:49","10001","51.49","2"
"2023-01-17 12:16:53","10086","72.74","3"
"2023-01-17 12:18:31","10003","17.61","5"
"2023-01-17 12:19:07","10002","16.98","4"
"2023-01-17 12:21:45","10015","62.12","8"
"2023-01-17 12:25:18","10030","37.47","4"
"2023-01-17 12:31:08","10006","69.7","4"
"2023-01-17 12:32:27","10059","17.8","4"
"2023-01-17 12:38:48","10007","48.88","5"
"2023-01-17 12:56:34","10047","25.55","3"
"2023-01-17 13:04:12","10069","47.1","2"
"2023-01-17 13:04:46","10068","4.87","3"
"2023-01-17 13:10:03","10080","37.87","3"
"2023-01-17 13:10:40","10041","66.19","3"
"2023-01-17 13:11:57","10063","62.11","1"
"2023-01-17 13:13:09","10008","3.48","5"
"2023-01-17 13:14:32","10021","26.84","5"
"2023-01-17 13:21:51","10003","70.89","3"
"2023-01-17 13:29:55","10066","51.88","4"
"2023-01-17 13:31:26","10081","32.33","1"
"2023-01-17 13:36:33","10075","61.59","5"
"2023-01-17 13:40:26","10032","68.01","6"
"2023-01-17 13:50:11","10049","35.19","9"
"2023-01-17 13:59:35","10041","89.07","4"
"2023-01-17 14:16:10","10022","30.61","4"
"2023-01-17 14:16:49","10011","3.7","4"
"2023-01-17 14:17:56","10082","56.87","4"
"2023-01-17 14:20:29","10046","30.72","4"
"2023-01-17 14:24:50","10008","4.91","5"
"2023-01-17 14:26:12","10031","51.67","3"
"2023-01-17 14:27:03","10066","70.1","4"
"2023-01-17 14:33:21","10026","7.4","2"
"2023-01-17 14:58:21","10051","8.24","5"
"2023-01-17 14:59:59","10009","52.21","2"
"2023-01-17 15:02:26","10002","108.86","6"
"2023-01-17 15:02:48","10080","36.24","6"
"2023-01-17 15:17:33","10069","10.79","3"
"2023-01-17 15:21:45","10049","21.34","1"
"2023-01-17 15:23:35","10061","63.91","4"
"2023-01-17 15:26:39","10049","71.54","2"
"2023-01-17 15:30:34","10003","43.26","6"
"2023-01-17 15:37:26","10038","6.45","5"
"2023-01-17 15:41:17","10028","41.32","4"
"2023-01-17 16:02:34","10009","19.83","3"
"2023-01-17 16:09:36","10088","20.11","7"
"2023-01-17 16:10:24","10038","26.37","4"
"2023-01-17 16:17:30","10049","12.18","4"
"2023-01-17 16:21:45","10100","15.97","4"
"2023-01-17 16:25:20","10012","53.35","4"
"2023-01-17 16:40:57","10066","45.78","7"
"2023-01-17 16:52:36","10077","36.96","3"
"2023-01-17 16:53:24","10046","15.25","4"
"2023-01-17 17:02:25","10029","36.14","4"
"2023-01-17 17:03:44","10091","61.21","3"
"2023-01-17 17:04:25","10011","39.84","6"
"2023-01-17 17:04:35","10064","41.16","5"
"2023-01-17 17:07:42","10064","84.24","4"
"2023-01-17 17:15:15","10075","78.39","2"
"2023-01-17 17:16:35","10053","74.16","3"
"2023-01-17 17:20:18","10027","26.01","7"
"2023-01-17 17:29:36","10080","9.13","5"
"2023-01-17 17:34:25","10079","37.55","5"
"2023-01-17 17:48:12","10097","34.4","5"
"2023-01-17 17:56:32","10089","61.72","5"
"2023-01-17 17:58:53","10068","39.19","3"
"2023-01-17 17:59:16","10087","36.51","3"
"2023-01-17 18:02:28","10026","45.8","2"
"2023-01-17 18:05:14","10100","22.81","3"
"2023-01-17 18:15:48","10008","30.31","4"
"2023-01-17 18:16:54","10086","45.9","2"
"2023-01-17 18:20:29","10009","43.22","5"
"2023-01-17 18:25:15","10046","53.63","9"
"2023-01-17 18:26:22","10086","16.01","4"
"2023-01-17 18:32:27","10085","71.52","3"
"2023-01-17 18:34:47","10087","18.87","4"
"2023-01-17 18:36:36","10086","26.51","5"
"2023-01-17 18:38:45","10045","20.89","4"
"2023-01-17 18:43:53","10057","39.06","4"
"2023-01-17 18:48:08","10075","59.68","5"
"2023-01-17 18:50:46","10078","37.52","1"
"2023-01-17 18:53:22","10097","43.84","2"
"2023-01-17 18:55:45","10086","93.21","5"
"2023-01-17 18:56:47","10066","30.96","5"
"2023-01-17 19:02:37","10053","82.44","2"
"2023-01-17 19:03:32","10008","70.93","7"
"2023-01-17 19:24:37","10089","24.04","3"
"2023-01-17 19:32:57","10075","10.28","4"
"2023-01-17 19:33:50","10012","56.68","4"
"2023-01-17 19:37:18","10011","55.84","3"
"2023-01-17 19:45:28","10052","74.34","4"
"2023-01-17 19:47:16","10008","17.31","5"
"2023-01-17 19:51:58","10056","27.69","2"
"2023-01-17 19:52:53","10031","34.43","3"
"2023-01-17 19:53:39","10028","32.27","5"
"2023-01-17 19:54:11","10015","86.87","5"
"2023-01-17 19:54:21","10050","14.55","4"
"2023-01-17 20:02:47","10061","45.22","7"
"2023-01-17 20:11:42","10069","3.94","3"
"2023-01-17 20:12:48","10070","17.59","3"
"2023-01-17 20:23:34","10050","29.74","4"
"2023-01-17 20:28:10","10094","9.82","3"
"2023-01-17 20:36:17","10037","30.91","2"
"2023-01-17 20:50:41","10050","23.88","7"
"2023-01-17 20:53:43","10005","118.4","4"
"2023-01-17 21:03:01","10067","33.7","3"
"2023-01-17 21:05:54","10048","68.19","5"
"2023-01-17 21:10:49","10069","32.25","5"
"2023-01-17 21:11:38","10064","46.51","5"
"2023-01-17 21:12:12","10080","6.58","4"
"2023-01-17 21:19:56","10085","33.1","5"
"2023-01-17 21:21:10","10058","51.98","4"
"2023-01-17 21:23:36","10011","25.57","3"
"2023-01-17 21:33:56","10089","36.42","1"
"2023-01-17 21:35:01","10013","73.23","7"
"2023-01-17 21:36:19","10048","39.59","7"
"2023-01-17 21:40:55","10048","23.05","3"
"2023-01-17 21:57:06","10013","12.08","5"
"2023-01-17 21:58:12","10082","28.28","3"
"2023-01-18 08:11:53","10045","27.35","4"
"2023-01-18 08:22:48","10063","65.15","6"
"2023-01-18 08:24:12","10008","52.49","2"
"2023-01-18 08:24:31","10024","66.91","3"
"2023-01-18 08:35:10","10011","56.72","6"
"2023-01-18 08:46:27","10086","46.62","3"
"2023-01-18 08:47:50","10021","20.88","3"
"2023-01-18 08:49:35","10024","13.81","3"
"2023-01-18 08:54:56","10073","53.97","4"
"2023-01-18 08:55:26","10009","56.72","2"
"2023-01-18 08:56:53","10047","53.11","6"
"2023-01-18 08:58:42","10034","60.42","5"
"2023-01-18 09:12:23","10053","29.35","5"
"2023-01-18 09:15:26","10079","13.96","4"
"2023-01-18 09:30:40","10013","41.13","3"
"2023-01-18 09:36:16","10064","64.1","4"
"2023-01-18 09:58:41","10094","47.33","7"
"2023-01-18 10:07:37","10002","90.2","3"
"2023-01-18 10:12:43","10011","21.83","3"
"2023-01-18 10:21:15","10056","19.09","3"
"2023-01-18 10:21:21","10061","56.89","2"
"2023-01-18 10:25:54","10049","34.3","4"
"2023-01-18 10:26:23","10085","103.85","2"
"2023-01-18 10:27:18","10087","65.26","5"
"2023-01-18 10:35:40","10059","17.47","1"
"2023-01-18 10:40:18","10065","59.11","3"
"2023-01-18 10:45:06","10030","53.25","6"
"2023-01-18 10:47:40","10006","29.84","8"
"2023-01-18 10:52:17","10041","28.71","4"
"2023-01-18 11:01:54","10073","47.65","3"
"2023-01-18 11:03:59","10077","65.2","1"
"2023-01-18 11:05:16","10027","81.71","1"
"2023-01-18 11:09:10","10067","68.89","1"
"2023-01-18 11:22:02","10080","21.36","6"
"2023-01-18 11:23:14","10002","14.01","2"
"2023-01-18 11:27:26","10003","72.94","2"
"2023-01-18 11:32:46","10085","69.29","2"
"2023-01-18 11:34:13","10031","24.07","3"
"2023-01-18 11:45:02","10006","48.26","5"
"2023-01-18 11:48:31","10069","48.48","4"
"2023-01-18 11:52:40","10081","27.87","5"
"2023-01-18 11:52:58","10051","48.9","4"
"2023-01-18 11:56:59","10020","12.38","5"
"2023-01-18 11:57:32","10095","19.03","6"
"2023-01-18 12:13:27","10030","22.33","3"
"2023-01-18 12:15:02","10067","27.83","6"
"2023-01-18 12:15:06","10022","65.07","6"
"2023-01-18 12:42:09","10085","26.88","3"
"2023-01-18 12:47:57","10052","21.65","5"
"2023-01-18 12:57:41","10041","6.7","6"
"2023-01-18 12:58:07","10007","42.5","5"
"2023-01-18 12:59:14","10065","44.54","3"
"2023-01-18 13:11:48","10066","4.46","5"
"2023-01-18 13:12:24","10039","7.97","3"
"2023-01-18 13:15:48","10073","28.6","7"
"2023-01-18 13:36:41","10086","11.78","8"
"2023-01-18 13:42:10","10006","10.58","4"
"2023-01-18 13:42:45","10017","11.69","3"
"2023-01-18 13:43:41","10039","19.33","4"
"2023-01-18 13:55:46","10001","68.36","9"
"2023-01-18 14:02:26","10041","64.4","4"
"2023-01-18 14:17:44","10023","12.86","3"
"2023-01-18 14:22:36","10015","37.94","5"
"2023-01-18 14:22:52","10075","35.4","5"
"2023-01-18 14:25:05","10067","24.18","5"
"2023-01-18 14:25:21","10002","43.12","6"
"2023-01-18 14:32:07","10005","25.17","1"
"2023-01-18 14:32:54","10026","77.5","5"
"2023-01-18 14:34:27","10065","59.57","2"
"2023-01-18 14:37:23","10021","65.11","4"
"2023-01-18 14:38:06","10035","5.7","3"
"2023-01-18 14:52:12","10059","57.12","4"
"2023-01-18 14:58:29","10007","56.65","3"
"2023-01-18 15:06:53","10087","32.82","5"
"2023-01-18 15:10:14","10048","23.4","2"
"2023-01-18 15:11:25","10089","70.69","4"
"2023-01-18 15:18:07","10060","46.85","2"
"2023-01-18 15:18:38","10088","49.71","4"
"2023-01-18 15:19:50","10073","59.95","4"
"2023-01-18 15:23:40","10026","30.73","4"
"2023-01-18 15:25:37","10087","38.94","6"
"2023-01-18 15:39:37","10029","18.76","3"
"2023-01-18 15:48:19","10065","70.12","4"
"2023-01-18 15:51:21","10025","27.01","3"
"2023-01-18 16:10:23","10003","8.04","2"
"2023-01-18 16:22:10","10029","10.87","4"
"2023-01-18 16:32:32","10080","81.02","2"
"2023-01-18 16:33:20","10053","74.61","6"
"2023-01-18 16:34:27","10061","33.21","5"
"2023-01-18 16:42:45","10099","19.84","4"
"2023-01-18 16:44:20","10031","75.29","4"
"2023-01-18 16:45:11","10047","63.28","5"
"2023-01-18 16:55:05","10013","25","3"
"2023-01-18 16:55:53","10064","33.64","3"
"2023-01-18 16:58:16","10003","55.99","3"
"2023-01-18 16:58:24","10014","83.7","6"
"2023-01-18 17:06:11","10097","57.51","3"
"2023-01-18 17:20:54","10099","44.58","7"
"2023-01-18 17:39:03","10046","60.98","6"
"2023-01-18 17:45:33","10023","26.46","3"
"2023-01-18 17:49:06","10040","43.71","2"
"2023-01-18 17:52:01","10065","57.67","5"
"2023-01-18 17:59:14","10024","51.73","4"
"2023-01-18 17:59:20","10022","33.05","3"
"2023-01-18 18:06:01","10075","19.22","5"
"2023-01-18 18:17:41","10003","41.17","2"
"2023-01-18 18:18:22","10024","6.01","2"
"2023-01-18 18:22:34","10011","33.95","2"
"2023-01-18 18:27:58","10007","25.07","4"
"2023-01-18 18:29:46","10034","7.2","4"
"2023-01-18 18:31:36","10032","38.31","3"
"2023-01-18 18:34:42","10080","22.48","5"
"2023-01-18 18:44:47","10016","69.11","4"
"2023-01-18 18:45:07","10037","25.06","5"
"2023-01-18 18:45:17","10023","70.81","3"
"2023-01-18 18:53:37","10096","95.85","3"
"2023-01-18 18:57:03","10009","79.24","3"
"2023-01-18 19:05:17","10050","16.91","2"
"2023-01-18 19:18:33","10085","2.07","6"
"2023-01-18 19:22:16","10038","58.85","4"
"2023-01-18 19:24:20","10052","40.27","4"
"2023-01-18 19:40:20","10002","14.32","5"
"2023-01-18 19:49:16","10047","47.93","5"
"2023-01-18 19:49:19","10069","48.53","7"
"2023-01-18 20:10:14","10063","70.18","2"
"2023-01-18 20:12:38","10012","23.78","4"
"2023-01-18 20:19:43","10006","59.94","5"
"2023-01-18 20:23:05","10045","17.75","2"
"2023-01-18 20:29:51","10066","87.3","4"
"2023-01-18 20:31:52","10041","48.71","3"
"2023-01-18 20:34:57","10065","36.76","5"
"2023-01-18 20:36:55","10007","44.02","5"
"2023-01-18 20:56:38","10050","56.13","3"
"2023-01-18 21:01:21","10019","60.76","1"
"2023-01-18 21:02:46","10079","79.44","5"
"2023-01-18 21:07:02","10074","95.99","6"
"2023-01-18 21:10:13","10040","25.44","4"
"2023-01-18 21:25:54","10075","15.18","4"
"2023-01-18 21:26:49","10081","64.91","5"
"2023-01-18 21:27:31","10082","19.22","3"
"2023-01-18 21:37:09","10096","32.8","6"
"2023-01-18 21:47:31","10023","65.23","6"
"2023-01-18 21:59:09","10070","38.62","7"
"2023-01-19 08:02:45","10053","10.03","6"
"2023-01-19 08:18:11","10008","26.73","7"
"2023-01-19 08:23:06","10069","35.12","3"
"2023-01-19 08:26:55","10001","46.6","4"
"2023-01-19 08:28:50","10068","5.98","5"
"2023-01-19 08:31:45","10083","11.9","6"
"2023-01-19 08:33:36","10016","77.15","2"
"2023-01-19 08:34:21","10007","38.34","3"
"2023-01-19 08:36:08","10050","37.04","3"
"2023-01-19 08:38:24","10044","27.11","2"
"2023-01-19 08:45:50","10023","20.52","5"
"2023-01-19 09:08:36","10057","86.21","4"
"2023-01-19 09:16:22","10064","77.83","3"
"2023-01-19 09:19:17","10067","91.47","2"
"2023-01-19 09:19:57","10030","46.05","3"
"2023-01-19 09:25:24","10013","25.26","2"
"2023-01-19 09:30:17","10070","17.94","5"
"2023-01-19 09:40:37","10063","61.06","6"
"2023-01-19 09:50:33","10097","14.46","1"
"2023-01-19 09:58:02","10069","51.1","5"
"2023-01-19 10:10:17","10066","39.59","3"
"2023-01-19 10:10:25","10074","29.29","3"
"2023-01-19 10:14:10","10067","32.3","7"
"2023-01-19 10:16:52","10041","81.22","6"
"2023-01-19 10:17:30","10045","37.22","2"
"2023-01-19 10:19:57","10002","46.09","5"
"2023-01-19 10:22:55","10056","28.3","2"
"2023-01-19 10:23:56","10042","29.3","4"
"2023-01-19 10:26:02","10069","42.98","6"
"2023-01-19 10:30:13","10003","24.83","1"
"2023-01-19 10:31:07","10044","38.41","1"
"2023-01-19 10:31:57","10019","3.46","6"
"2023-01-19 10:34:40","10063","60.98","4"
"2023-01-19 10:38:51","10095","53.51","2"
"2023-01-19 10:44:21","10024","55.99","2"
"2023-01-19 10:54:43","10019","37.73","4"
"2023-01-19 10:57:41","10011","11.87","5"
"2023-01-19 10:59:37","10009","35.75","7"
"2023-01-19 10:59:53","10015","46.41","7"
"2023-01-19 11:10:57","10044","43.64","6"
"2023-01-19 11:18:20","10005","43.25","3"
"2023-01-19 11:21:04","10081","44.64","3"
"2023-01-19 11:24:24","10024","37.88","3"
"2023-01-19 11:25:43","10032","89.27","3"
"2023-01-19 11:25:45","10059","53.22","8"
"2023-01-19 11:29:24","10064","15.54","6"
"2023-01-19 11:36:37","10081","13.07","5"
"2023-01-19 11:41:42","10015","71.15","2"
"2023-01-19 11:48:03","10071","33.68","3"
"2023-01-19 11:51:32","10052","25.03","6"
"2023-01-19 12:02:01","10003","83.82","5"
"2023-01-19 12:08:50","10053","84.1","1"
"2023-01-19 12:13:48","10073","12.3","3"
"2023-01-19 12:24:04","10098","32.02","3"
"2023-01-19 12:24:46","10049","19.61","3"
"2023-01-19 12:30:03","10053","11.05","2"
"2023-01-19 12:39:19","10096","66.08","2"
"2023-01-19 12:41:54","10096","67.53","4"
"2023-01-19 12:43:01","10065","52.81","3"
"2023-01-19 12:54:16","10042","85.83","2"
"2023-01-19 12:58:54","10042","35.65","6"
"2023-01-19 13:11:33","10009","49.48","3"
"2023-01-19 13:17:05","10088","60.92","3"
"2023-01-19 13:20:19","10040","17.25","7"
"2023-01-19 13:20:32","10013","63.98","3"
"2023-01-19 13:23:12","10073","20.5","5"
"2023-01-19 13:24:40","10048","54.7","2"
"2023-01-19 13:32:05","10051","45.67","2"
"2023-01-19 13:32:42","10042","83.78","2"
"2023-01-19 13:37:42","10058","30.96","4"
"2023-01-19 13:41:13","10065","77.29","2"
"2023-01-19 13:43:23","10044","62.89","2"
"2023-01-19 13:43:31","10026","14.04","5"
"2023-01-19 13:50:01","10025","34.99","3"
"2023-01-19 13:52:26","10086","49.75","4"
"2023-01-19 13:58:15","10067","66.11","1"
"2023-01-19 14:04:16","10027","25.05","6"
"2023-01-19 14:12:14","10094","117.97","6"
"2023-01-19 14:19:23","10065","32.79","3"
"2023-01-19 14:23:33","10002","42.16","2"
"2023-01-19 14:29:24","10071","63.13","2"
"2023-01-19 14:30:18","10013","15.18","3"
"2023-01-19 14:40:17","10023","16.93","5"
"2023-01-19 14:42:36","10058","55.22","5"
"2023-01-19 14:45:36","10002","7.73","2"
"2023-01-19 15:02:42","10089","16.25","3"
"2023-01-19 15:04:03","10089","38.99","2"
"2023-01-19 15:10:40","10031","65.06","5"
"2023-01-19 15:15:30","10048","38.93","5"
"2023-01-19 15:17:47","10060","19.67","1"
"2023-01-19 15:26:19","10070","32.77","6"
"2023-01-19 15:28:22","10088","48.13","3"
"2023-01-19 15:41:52","10042","51.16","6"
"2023-01-19 15:44:17","10088","14.21","3"
"2023-01-19 15:47:25","10081","44.6","3"
"2023-01-19 15:47:49","10038","20.66","3"
"2023-01-19 15:53:13","10013","67.14","2"
"2023-01-19 15:56:43","10008","49.8","1"
"2023-01-19 15:56:47","10011","29.67","6"
"2023-01-19 16:04:01","10080","8.29","5"
"2023-01-19 16:14:18","10049","10.75","3"
"2023-01-19 16:17:27","10029","15.55","5"
"2023-01-19 16:17:34","10048","38.13","2"
"2023-01-19 16:26:42","10046","81.81","5"
"2023-01-19 16:28:12","10097","87.88","1"
"2023-01-19 16:35:16","10022","5.13","6"
"2023-01-19 16:40:43","10034","15.22","6"
"2023-01-19 16:55:54","10031","57.43","6"
"2023-01-19 16:57:46","10057","55.09","8"
"2023-01-19 17:09:05","10077","20.81","2"
"2023-01-19 17:21:02","10041","75.33","3"
"2023-01-19 17:33:18","10030","20.35","4"
"2023-01-19 17:51:28","10013","12.3","2"
"2023-01-19 18:12:51","10069","41.72","5"
"2023-01-19 18:14:35","10088","49.11","4"
"2023-01-19 18:15:14","10050","77.78","3"
"2023-01-19 18:19:41","10083","60.24","2"
"2023-01-19 18:24:18","10052","65.77","4"
"2023-01-19 18:25:22","10080","33.85","7"
"2023-01-19 18:32:23","10044","12.25","6"
"2023-01-19 18:34:39","10005","66.61","4"
"2023-01-19 18:38:03","10023","33.95","2"
"2023-01-19 18:41:20","10053","21.38","5"
"2023-01-19 18:43:14","10024","64.58","1"
"2023-01-19 18:45:16","10039","62.88","3"
"2023-01-19 18:50:58","10006","50.78","1"
"2023-01-19 18:58:56","10008","73.68","2"
"2023-01-19 19:01:25","10013","53.5","4"
